experiment_rna_short_read_id	percent_mtRNA	library_prep_type	percent_Globin	experiment_type	seq_library_prep_kit_method	date_data_generation	percent_chrX_Y	percent_UMI	single_or_paired_ends	estimated_library_size	read_length	percent_rRNA	sequencing_platform	5prime3prime_bias	RIN	analyte_id	total_reads	experiment_sample_id	percent_mRNA	within_site_batch_name	percent_GC
CNH_I_UCI001-185_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9	UCI001-185_RNA	156418788	CNH_I_UCI001-185_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-186_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.6	UCI001-186_RNA	129848129	CNH_I_UCI001-186_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-187_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9.1	UCI001-187_RNA	123763353	CNH_I_UCI001-187_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-188_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9	UCI001-188_RNA	167612473	CNH_I_UCI001-188_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-189_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	8.6	UCI001-189_RNA	114831093	CNH_I_UCI001-189_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-190_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.2	UCI001-190_RNA	135390514	CNH_I_UCI001-190_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-191_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	6.7	UCI001-191_RNA	165407343	CNH_I_UCI001-191_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-192_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9.1	UCI001-192_RNA	158085457	CNH_I_UCI001-192_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-048_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	9.3	UCI001-048_RNA	156516230	CNH_I_UCI001-048_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-183_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.5	UCI001-183_RNA	170656744	CNH_I_UCI001-183_RNA	NA	SeqMatic-1	NA
CNH_I_UCI001-184_RNA	NA	rRNA depletion|globin depletion	NA	paired-end|untargeted	Watchmaker ribosomal and globin depletion	NA	NA	NA	paired-end	NA	150	NA	NovaSeq	NA	7.1	UCI001-184_RNA	154886965	CNH_I_UCI001-184_RNA	NA	SeqMatic-1	NA
